Alan_Coxon_(cricketer)	nationality	Agnosia_(moth)
Adony	timeZone	Pastor
Acsalag	timeZone	Residential_area
Aarhus	timeZone	Almaty_Province
Ajka	timeZone	Aglossa_baba
?greda	timeZone	Leader of the Republican Party
Agyagosszerg¨¦ny	timeZone	Warsash
Albacete	timeZone	Aconchi
?d¨¢nd	timeZone	Achchuveli_Central_College
Alcantarilla	timeZone	Sun_Pegasus_FC
Albarrac¨ªn	timeZone	Akari_Hayami
Acebedo	timeZone	Pickering,_Ontario
A?n_Defla_Province	timeZone	6180.0
Ab¨¢dszal¨®k	timeZone	Aechmea_depressa
Ajofr¨ªn	timeZone	Centauros_Villavicencio
Aalburg	timeZone	Agarkhed
Abaltzisketa	timeZone	Agasa_Thimmanahalli
Alacska	timeZone	Meerut
?gasegyh¨¢za	timeZone	44th_Rifle_Division_(Soviet_Union)
Adorjan	timeZone	Varanoidea
Acera	timeZone	3rd_Division_(North_Korea)
Aalborg	timeZone	24:_Conspiracy
Ad¨¢sztevel	timeZone	Ab_Bad-e_Pedari
Aba¨²jalp¨¢r	timeZone	Agramunt
Alameda_de_la_Sagra	timeZone	Aasiaat
Aggtelek	timeZone	Aeonium_undulatum
Albarreal_de_Tajo	timeZone	Agh_Bolagh-e_Olya
Ajak_(Hungary)	timeZone	Metallurgy
Abod	timeZone	Ahmed_Bukhatir
Ablanque	timeZone	Aube
Aba,_Hungary	timeZone	Alan_Oakman
Aia	timeZone	Aglaodiaptomus
Albocosta	description	Iranian footballer
Aechmea_lanata	description	Mozambican footballer
4213	description	Iraqi footballer
Aethes_sanguinana	description	Rwandan footballer
Nigerian diplomat	description	Ghanaian footballer
Aero_Contractors_(Nigeria)	description	Portuguese footballer
South_Moravian_Region	description	Maltese footballer
Adib_Kenkre	description	Association footballer
Operation_Fustian	description	Welsh professional footballer
Ab_Konar,_Khuzestan	description	Uzbekistani footballer
Alan_R._Price	description	Beninese footballer
Coorg_War	description	Romanian footballer.
2nd_Regiment_Massachusetts_Volunteer_Heavy_Artillery	description	Zimbabwean footballer
Parrot_Records_(blues_label)	description	Olympic footballer
Alc?ntara_(Lisbon)	description	Former professional footballer
Guzanli_Olympic_Complex_Stadium	description	Honduran footballer
Acrobasis_rufilimbalis	description	Pakistani association footballer
Agylla_pulchristriata	description	Australian rugby league footballer
North_Lincolnshire	description	Ecuadorian footballer and politician
Acrochaete	description	United Arab Emirates footballer
2010¨C11_Galatasaray_S.K._season	description	Kazakh footballer
North_African_operations_during_World_War_I	description	Gaelic football player
Sussex	description	Irish hurler and Gaelic footballer
Preston,_Lancashire	description	Kosovar footballer
Akp?nar,_K?r?ehir	description	Australian rules footballer and general
Ahmed_Yasin_Ghani	description	Trinidadian footballer
Member of the Scottish Parliament	description	Saudi footballer
Agdistis_namibiana	description	English association footballer
Aidan_Walsh	description	Spanish footballer
Adventist_University_of_the_Philippines	description	Mexican footballer
+371 652	description	Cameroonian footballer
Acioa_edulis	description	Algerian footballer Algerian footballer and manager
Ai_Kawashima	description	Yemeni footballer
Aiton,_Cluj	description	Ghanaian footballer (soccer)
Battle_of_the_Seelow_Heights	description	Australian rules footballer and cricketer
Dutch weightlifter	description	footballer, football coach
Ad_van_Tiggelen	description	Japanese Olympic footballer
503	description	Djibouti footballer
2005_Japanese_Grand_Prix	description	Former Nigerian footballer
German musician	description	Israeli footballer
Adnan_Akmal	description	ugandan footballer
Abdul_Shakoor_Rashad	description	Bruneian footballer
Libyan general	description	Tanzanian footballer
Baja_California_Sur	description	Irish footballer
Israeli musician	description	french footballer
Horror_film	description	French association footballer
Cape_Breton_Oilers	description	Professional footballer
Georgia_national_under-19_football_team	description	English professional association footballer
S.P.A.L._2013	description	Peruvian footballer
1812991.6772352	description	German footballer
Romanticism	description	Panamanian footballer
1st_Playable_Productions	description	Saint Kitts and Nevis footballer
Ace_Hood	description	Guinea-Bissauan footballer
Abdullah_Jumaan_Al-Dosari	description	Haitian footballer
Continental Navy officer, pioneer to the Ohio Country	description	Trinidad and Tobago footballer
Aaron_Bancroft	description	English footballer and football executive
Catholic_University_of_Leuven_(1834¨C1968)	description	Cuban footballer
Stefan_Clessin	description	Swedish footballer and manager
Acacia_leiocalyx	description	Professional footballer, football manager
Absalom_Baird	description	Ivorian professional footballer
Oskar_Boettger	description	Burundian footballer
Third_Carlist_War	description	Albanian professional association footballer
7_Years_and_50_Days_(song)	description	Uruguayan footballer
Boogie-woogie	description	Northern Irish footballer-manager
Agnes_Blackadder_Hall	description	Australian soccer player
Scottish_League_Two	description	footballer
Adrian_Pasdar	description	Australian rules footballer and soldier
49th_Regiment_Kentucky_Volunteer_Mounted_Infantry	description	French Rugby union footballer.
About_to_Happen	description	Omani footballer
A._J._Trapasso	description	Pakistani footballer
Second_Battle_of_Winchester	description	Dutch footballers
English  heavy metal singer	description	Bahraini association footballer
FC_Neftyanik_Ufa	description	Chadian footballer
Afrospilarctia_flavidus	description	Indian footballer
Albert_W._Waldron	description	Bahraini footballer
Jomoro_District	description	Irish footballer and manager
Acrapex_brunnea	description	Zambian footballer
Games_for_Windows_¨C_Live	description	Brazilian footballer and manager
KS_Kastrioti	description	Cape Verdean footballer
Abraham_Matthijs	description	Italian footballer
Albert_IV,_Duke_of_Bavaria	description	Bulgarian footballer
Airedale_Academy	description	Slovenian footballer
Aclytia_superbior	description	Rugby footballer
Bignall_End	description	Indonesian national footballer
348.996	description	Northern Irish footballer
Akola_Bazar	description	Footballer
La_Vitr¨¦enne_FC	description	Dutch professional footballer
Roma,_Queensland	description	English professional footballer
Alberto_Ortiz_Moreno	description	Businessman and former Australian rules footballer
Hybodontiformes	description	Tuvuluan footballer
Tajik_Soviet_Socialist_Republic	description	Northern Irish professional footballer
Hartlepool_United_F.C.	description	Egyptian footballer Footballer
Pakistani Army general	description	Angolan footballer
Air_Midwest_(Nigeria)	description	Palestinian footballer
Red_Bull_Ring	description	Algerian footballer
Planning Minister	description	French footballer
Government Minister	description	Czech women's footballer
8.8059595751424E7	description	Egypt footballer
Chelsea_F.C.	description	footballer, football manager
Mayor¨Ccouncil_government	description	Lebanese footballer
Adore_(song)	description	Algerian footballer Algerian footballer
Battle_of_Fredericksburg	description	Liberian footballer
Aera_Energy	description	Thai footballer
Punjabi_language	description	Salvadoran footballer
Omayya_SC	description	Egyptian association footballer
498.0	description	Ugandan footballer
Acidity_(novelette)	description	Belgian footballer
205th_Commando_Brigade	description	Italian footballer and manager
231.0384	description	Bosnia and Herzegovina footballer
Gda¨½sk	description	Turkish footballer
1824.0	description	Senegalese footballer
Access_Bank_Group	description	Chilean footballer
Siyahu_Rural_District	description	New Zealand footballer
Provinces_of_Iran	description	French international footballer
Central_District_(Dezful_County)	description	Australian rules footballer
Macedo_de_Cavaleiros_Municipality	description	Iranian footballer and coach
Camargo,_Chihuahua	description	Algerian professional association footballer
Aix,_Nord	description	Dutch footballer and manager
Kinshasa	description	Football player
13th_Panzer_Division_(Wehrmacht)	description	Paraguayan footballer
French distance runner	description	Argentine footballer and manager
Ackworth_School	description	Burkinab¨¦ footballers
Agathodes_ostentalis	description	Finnish footballer
Kinderhook_(town),_New_York	description	Gambian footballer
Babol	description	Iranian footballer
Christian_Reformed_Church_in_North_America	description	Mozambican footballer
Sara_Rural_District	description	English football manager
Ab-e_Garm,_Mazandaran	description	Bangladeshi association footballer
Acacia_acuminata	description	Ghanaian footballer
Agdistis_parvella	description	Kuwaiti footballer
Hungarian handball player	description	Emirati footballer
Agnes_of_Brandenburg	description	Afghan footballer
Aeroclub_Sanicole_VZW	description	Egyptian footballer and coach
Acanthofungus	description	Bosnian footballer and football coach
Turners_Cross_(stadium)	description	Maltese footballer
A.S._Gubbio_1910	description	Association footballer
Ethiopian bishop and martyr	description	German footballer and manager
Anzo¨¢tegui	description	Malagasy footballer
Single_(music)	description	Syrian footballer
Albertacce	description	Scottish footballer and manager
Minister of Civil Service	description	Uzbekistani footballer
Aethionema	description	Romanian footballer.
Ljubljana	description	Zimbabwean footballer
Australian Army officer	description	Serbian footballer
Agaricus_pilatianus	description	Former professional footballer
1395	description	Pakistani association footballer
Tunisia_Campaign	description	Ecuadorian footballer and politician
Bishop_Auckland_F.C.	description	United Arab Emirates footballer
Agladrillia_benjamini	description	Kazakh footballer
Acantopsis_octoactinotos	description	New Zealand association footballer
Aktogay_District,_Karagandy_Province	description	Dutch footballer
2009¨C10_Neftchi_Baku_PFC_season	description	Irish hurler and Gaelic footballer
Afton,_West_Virginia	description	Macedonian footballer
Alan_Wassell	description	English footballer and manager
At the battle of Yamamah, Abdul-Rahman Ibn Abu Bakr killed Muhakkam Al Yamamah,the General commanding the forces of Musalima the Liar.	description	Trinidadian footballer
OC_Khouribga	description	Venezuelan footballer
Adam_Ferency	description	Saudi footballer
Commander-in-Chief of the Continental Navy	description	Malaysian footballer
292.0	description	English association footballer
Charlton,_London	description	Spanish footballer
1370	description	Mauritanian footballer
Adis_Nurkovi?	description	Polish footballer
1.217E7	description	Cameroonian footballer
Close-in_weapon_system	description	Algerian footballer Algerian footballer and manager
P?inja_District	description	Yemeni footballer
Alan_Miller_(American_football)	description	Scottish professional footballer
?;GRUMH...	description	Australian rules footballer and cricketer
Assyrian_Church_of_the_East	description	footballer, football coach
English cinematographer	description	Djibouti footballer
Puerto_Ordaz_and_San_Felix	description	Former Nigerian footballer
Affori	description	Iranian footballer and manager
Dreux	description	Israeli footballer
Mississippi	description	Australia footballer
Abijah_Gilbert	description	Swedish footballers
79th_Illinois_Volunteer_Infantry_Regiment	description	Tanzanian footballer
Gostivar	description	Moroccan footballer
Cambodian_Campaign	description	Turkish-German footballer
South Africa	description	Colombian footballer
Finite_element_method	description	Irish footballer
Ajay_Pohankar	description	french footballer
Aeromonadales	description	Burkinab¨¦ footballer
508	description	Qatari footballer and coach
African_yellow_bat	description	Professional footballer
Ageratina_concordiana	description	English professional association footballer
8200000.0	description	German footballer
Lighthouse keeper	description	Saint Kitts and Nevis footballer
Wharton_School_of_the_University_of_Pennsylvania	description	Haitian footballer
Agrotis_alexandriensis	description	Brazilian professional footballer
Alan_Cranston	description	Trinidad and Tobago footballer
Honest_Jon's	description	English footballer and football executive
Running_back	description	Swedish footballer and manager
NK_?akovec	description	Egyptian footballer
American malacologist	description	Singaporean footballer
1581	description	Professional footballer, football manager
Acropetal_Technologies_Limited	description	Ivorian professional footballer
Orellana_Province	description	Nigerian footballer
Stockton,_California	description	Burundian footballer
Chatham,_Kent	description	Albanian professional association footballer
Adam_Goldberg_(American_football)	description	Nigerian association footballer, football coach
Olympique_Noisy-le-Sec	description	Uruguayan footballer
Xenarthra	description	English rugby league footballer
Grimethorpe	description	Scottish footballer
Imam and General of Adal	description	Sudanese footballer
Agelenoidea	description	Qatari footballer
Acianthera_pectinata	description	Australian soccer footballer
Achaea_euryplaga	description	Yugoslav footballer
39_i_p¨®?	description	Football (soccer) player, journalist, news editor
Tabletop_role-playing_game	description	Chadian footballer
Abdulkarim_Al-Ali	description	Bosnian footballer
Aisleyne_Horgan-Wallace	description	Bahraini footballer
Adelopomorpha	description	Irish footballer and manager
Leinster	description	Ivorian footballer
Alain_Moizan	description	Brazilian footballer and manager
Altmark	description	Cape Verdean footballer
?d¨¢m_Marosi	description	Italian footballer
Nijkerk	description	Bulgarian footballer
Albanites	description	Guinea-Bissau footballer
Al-Arabi_(Irbid)	description	Midfielder
Adrenalin:_Fear_the_Rush	description	Romanian footballer
Pyralidae	description	South Korean footballer
Kildare_North_(D¨¢il_?ireann_constituency)	description	French Rugby union footballer
Ahern,_Illinois	description	Rugby footballer
Abdulaziz_Al_Salimi	description	Vietnamese footballer
Agia,_Cyprus	description	Northern Irish footballer
Cura?ao	description	Tajikistani footballer
Nautilida	description	Footballer
Tohoku_Rakuten_Golden_Eagles	description	Russian footballer Russian footballer and manager
Abiel_Wood	description	Australian footballer
3960.0	description	Puerto Rican footballer
4_Times	description	Icelandic footballer
Bashagard_County	description	Guinean footballer
2012¨C13_AaB_Fodbold_season	description	Palestinian footballer
Marcus_Elieser_Bloch	description	Gaelic footballer and Australian rules footballer
Adi_Yussuf	description	Algerian footballer
Alberto_Perea	description	Gaelic footballer and manager
Abantiades_magnificus	description	Japanese footballer
2S3_Akatsiya	description	Gaelic footballer
Therapsida	description	Association football player
Somogy_County	description	Welsh footballer
Aes_Dana_(ambient_group)	description	Northern Ireland international footballer
124th_Fighter_Squadron	description	footballer, football manager
Bowman_County,_North_Dakota	description	English footballer
Hibernian_F.C.	description	Argentine footballer
Adolf_Breymann	description	Liberian footballer
Alburnus_mento	description	Norwegian footballer
96.0	description	Thai footballer
FC_Veszpr¨¦m	description	Egyptian association footballer
Aftab_Hasan	description	Ugandan footballer
1.057E7	description	East Timorese footballer
Akbarabad,_Rudsar	description	Bosnia and Herzegovina footballer
Adam_Sioui	description	Swiss footballer
Acalypha_rhomboidea	description	Algerian professional association footballer
Akbari,_Fars	description	Hungarian footballer
Black_comedy	description	Somalian footballer
Aetheolaena_lingulata	description	Togolese footballer
Malagasy politician	description	Finnish footballer
